uid,总浏览量,总点赞数,观看作品数,观看城市数,完播作品数,常看背景音乐,完播率,平均点赞率
448,19373133,0,7,1,4,639.0,0.5714285714285714,0.0
449,249223675,0,79,1,19,708.0,0.24050632911392406,0.0
450,24978139,0,7,1,2,59.0,0.2857142857142857,0.0
451,84565643,0,29,1,12,22.0,0.41379310344827586,0.0
452,629546191,0,211,1,115,220.0,0.5450236966824644,0.0
453,220901856,0,66,1,27,974.0,0.4090909090909091,0.0
454,563265244,0,179,2,61,22.0,0.3407821229050279,0.0
455,1515322613,0,524,1,225,22.0,0.42938931297709926,0.0
456,317310332,0,107,1,26,220.0,0.24299065420560748,0.0
457,46463582,0,13,1,7,22.0,0.5384615384615384,0.0
458,220171367,1,76,1,33,22.0,0.4342105263157895,4.541916660761797e-09
459,58805283,0,17,1,5,416.0,0.29411764705882354,0.0
460,260741406,0,88,3,19,115.0,0.2159090909090909,0.0
461,66387756,1,20,1,9,33.0,0.45,1.5063018548179275e-08
462,222693183,0,73,1,30,22.0,0.410958904109589,0.0
463,192680732,0,61,1,27,22.0,0.4426229508196721,0.0
464,37059963,0,14,1,10,220.0,0.7142857142857143,0.0
465,403178528,0,135,1,24,22.0,0.17777777777777778,0.0
466,546464803,1,187,1,47,220.0,0.25133689839572193,1.8299440229456095e-09
467,459785966,0,150,1,56,22.0,0.37333333333333335,0.0
468,183374911,2,58,1,22,22.0,0.3793103448275862,1.0906617427069944e-08
469,484012081,1,169,1,60,22.0,0.35502958579881655,2.0660641319818625e-09
470,44024149,0,14,1,4,22.0,0.2857142857142857,0.0
471,473299283,0,165,1,47,22.0,0.28484848484848485,0.0
472,387741506,0,139,1,18,22.0,0.12949640287769784,0.0
473,192230281,0,66,1,38,416.0,0.5757575757575758,0.0
474,98913339,0,31,1,16,22.0,0.5161290322580645,0.0
475,67157877,0,20,1,11,2189.0,0.55,0.0
476,66613534,0,28,2,12,220.0,0.42857142857142855,0.0
477,106368371,0,36,1,16,115.0,0.4444444444444444,0.0
478,189650163,0,63,5,37,8.0,0.5873015873015873,0.0
479,41374848,0,14,1,7,22.0,0.5,0.0
480,7467275,0,3,1,2,63.0,0.6666666666666666,0.0
481,77156782,0,20,1,16,8.0,0.8,0.0
482,18131646,0,6,1,5,33.0,0.8333333333333334,0.0
483,5914166,0,3,1,2,813.0,0.6666666666666666,0.0
484,81244363,0,25,1,13,22.0,0.52,0.0
485,212054489,2,73,1,48,22.0,0.6575342465753424,9.431538136407949e-09
486,91830168,0,33,1,5,42.0,0.15151515151515152,0.0
487,550497416,0,180,1,45,22.0,0.25,0.0
488,795131028,0,271,2,78,220.0,0.2878228782287823,0.0
489,471966555,0,160,1,67,220.0,0.41875,0.0
490,163611986,1,46,1,10,22.0,0.21739130434782608,6.1120216461402775e-09
491,43965891,0,16,1,9,22.0,0.5625,0.0
492,423519134,0,152,1,78,22.0,0.5131578947368421,0.0
493,180302790,0,63,1,25,708.0,0.3968253968253968,0.0
494,30502984,0,9,1,1,59.0,0.1111111111111111,0.0
495,1150589574,0,388,1,124,22.0,0.31958762886597936,0.0
496,299371444,0,111,1,38,68.0,0.34234234234234234,0.0
497,234785244,0,73,1,47,537.0,0.6438356164383562,0.0
498,147217055,0,54,1,16,220.0,0.2962962962962963,0.0
499,126674439,0,45,1,16,57.0,0.35555555555555557,0.0
500,41805584,0,13,1,3,110.0,0.23076923076923078,0.0
501,87600081,0,31,1,18,220.0,0.5806451612903226,0.0
502,692354245,1,239,1,44,22.0,0.18410041841004185,1.4443473225184024e-09
503,200465736,0,73,1,36,220.0,0.4931506849315068,0.0
504,55101468,0,19,1,16,22.0,0.8421052631578947,0.0
505,125197618,0,52,2,29,7278.0,0.5576923076923077,0.0
506,12570065,0,3,1,2,162.0,0.6666666666666666,0.0
507,174135182,4,57,1,30,25.0,0.5263157894736842,2.2970659656817655e-08
508,151479892,0,55,1,25,22.0,0.45454545454545453,0.0
509,157096363,1,64,2,35,57.0,0.546875,6.365519741535964e-09
510,194073378,0,62,1,23,22.0,0.3709677419354839,0.0
511,177085164,0,62,1,36,57.0,0.5806451612903226,0.0
512,14930506,0,5,1,2,58.0,0.4,0.0
513,45323658,0,12,1,4,174.0,0.3333333333333333,0.0
514,178172651,0,58,1,13,74.0,0.22413793103448276,0.0
515,393273093,0,124,1,44,22.0,0.3548387096774194,0.0
516,223364862,0,80,1,36,220.0,0.45,0.0
517,911763504,0,328,1,104,22.0,0.3170731707317073,0.0
518,499580096,0,176,1,57,22.0,0.32386363636363635,0.0
519,503736159,2,180,1,39,22.0,0.21666666666666667,3.970332413639577e-09
520,14669831,0,4,1,3,30.0,0.75,0.0
521,129843642,0,44,1,15,22.0,0.3409090909090909,0.0
522,48441445,0,19,1,6,22.0,0.3157894736842105,0.0
523,888449202,0,307,1,139,22.0,0.4527687296416938,0.0
524,215698687,1,69,1,27,22.0,0.391304347826087,4.636096834469836e-09
525,1213250844,0,422,1,70,220.0,0.16587677725118483,0.0
526,9139023,1,3,1,2,307.0,0.6666666666666666,1.0942088667464783e-07
527,321601134,2,116,1,48,22.0,0.41379310344827586,6.218883544110886e-09
528,147484091,0,46,1,19,220.0,0.41304347826086957,0.0
529,448257714,0,166,1,67,22.0,0.4036144578313253,0.0
530,279560315,3,89,1,37,220.0,0.4157303370786517,1.0731136856817464e-08
531,31783702,0,8,1,1,38.0,0.125,0.0
532,724334032,0,263,1,58,22.0,0.22053231939163498,0.0
533,954799340,0,324,2,114,25.0,0.35185185185185186,0.0
534,55318460,0,16,1,7,22.0,0.4375,0.0
535,258577604,5,83,2,29,22.0,0.3493975903614458,1.9336554762105384e-08
536,336524722,0,110,2,50,220.0,0.45454545454545453,0.0
537,91458650,0,32,1,11,740.0,0.34375,0.0
538,1314013452,0,436,1,25,25.0,0.05733944954128441,0.0
539,60997103,0,24,1,15,59.0,0.625,0.0
540,99440151,0,30,2,7,595.0,0.23333333333333334,0.0
541,24157964,0,9,1,8,24.0,0.8888888888888888,0.0
542,2597711,0,1,1,0,1680.0,0.0,0.0
543,74215859,0,27,1,10,220.0,0.37037037037037035,0.0
544,564442403,0,197,1,42,22.0,0.2131979695431472,0.0
545,30149077,0,9,1,4,22.0,0.4444444444444444,0.0
546,471217546,0,165,1,47,68.0,0.28484848484848485,0.0
547,136142228,0,49,1,9,7.0,0.1836734693877551,0.0
548,1174864146,0,374,1,155,22.0,0.4144385026737968,0.0
549,44685802,0,17,1,15,220.0,0.8823529411764706,0.0
550,537334625,1,175,1,16,22.0,0.09142857142857143,1.8610377099744874e-09
551,493050484,2,160,1,55,22.0,0.34375,4.0563797519768785e-09
552,39925689,0,18,1,12,22.0,0.6666666666666666,0.0
553,231208202,0,79,2,58,22.0,0.7341772151898734,0.0
554,2891474,0,2,1,0,447.0,0.0,0.0
555,39860907,0,11,1,8,162.0,0.7272727272727273,0.0
556,162875652,0,56,3,25,22.0,0.44642857142857145,0.0
557,77961829,1,23,1,9,68.0,0.391304347826087,1.2826789889703589e-08
558,63312798,1,22,1,13,22.0,0.5909090909090909,1.579459495693114e-08
559,479592107,0,154,1,30,22.0,0.19480519480519481,0.0
560,128218309,0,43,1,26,22.0,0.6046511627906976,0.0
561,584551423,15,195,1,30,22.0,0.15384615384615385,2.566070222362627e-08
562,182700049,1,57,2,13,220.0,0.22807017543859648,5.4734522813401105e-09
563,117014580,1,33,1,21,25.0,0.6363636363636364,8.545943590961058e-09
564,31226609,0,11,2,4,22.0,0.36363636363636365,0.0
565,2115361157,0,718,1,100,220.0,0.1392757660167131,0.0
566,386054643,0,132,1,58,22.0,0.4393939393939394,0.0
567,118735582,0,42,1,8,22.0,0.19047619047619047,0.0
568,72528566,0,23,1,10,272.0,0.43478260869565216,0.0
569,1496658389,0,511,1,203,7.0,0.3972602739726027,0.0
570,407696419,0,141,2,29,22.0,0.20567375886524822,0.0
571,496331917,0,179,1,46,220.0,0.2569832402234637,0.0
572,117653420,0,38,1,19,8.0,0.5,0.0
573,563901767,0,187,1,104,25.0,0.5561497326203209,0.0
574,13633653,0,6,1,4,81.0,0.6666666666666666,0.0
575,142745552,1,46,1,27,22.0,0.5869565217391305,7.005472226553161e-09
576,19196627,0,4,1,2,320.0,0.5,0.0
577,184608120,0,56,1,19,22.0,0.3392857142857143,0.0
578,164613351,0,61,1,24,571.0,0.39344262295081966,0.0
579,9713201,0,4,1,1,43.0,0.25,0.0
580,279194680,0,110,1,26,33.0,0.23636363636363636,0.0
581,422942189,0,135,2,61,220.0,0.45185185185185184,0.0
582,104281185,0,39,2,3,57.0,0.07692307692307693,0.0
583,79644827,0,31,1,15,22.0,0.4838709677419355,0.0
584,288084811,0,103,1,17,25.0,0.1650485436893204,0.0
585,95199095,0,32,1,8,220.0,0.25,0.0
586,151366412,0,52,4,22,22.0,0.4230769230769231,0.0
587,140788982,0,50,1,13,220.0,0.26,0.0
588,812340027,8,275,1,37,220.0,0.13454545454545455,9.848092835637164e-09
589,92448695,0,30,5,21,468.0,0.7,0.0
590,313690859,0,103,1,61,22.0,0.5922330097087378,0.0
591,38170350,0,14,1,6,25.0,0.42857142857142855,0.0
592,353794804,0,129,1,54,220.0,0.4186046511627907,0.0
593,405145119,0,145,1,65,708.0,0.4482758620689655,0.0
594,387282264,0,133,1,65,220.0,0.48872180451127817,0.0
595,54493780,0,19,1,5,25.0,0.2631578947368421,0.0
596,93092361,0,32,1,15,138.0,0.46875,0.0
597,164679995,0,68,1,30,22.0,0.4411764705882353,0.0
598,112015626,0,34,2,18,22.0,0.5294117647058824,0.0
599,232216338,0,67,4,36,22.0,0.5373134328358209,0.0
600,28147414,0,13,1,1,317.0,0.07692307692307693,0.0
601,170169206,1,59,1,42,22.0,0.711864406779661,5.876503884022354e-09
602,364751300,3,122,1,53,25.0,0.4344262295081967,8.224782200913334e-09
603,1075529972,0,353,1,28,868.0,0.07932011331444759,0.0
604,323590807,0,115,1,63,59.0,0.5478260869565217,0.0
605,38064872,0,13,2,5,22.0,0.38461538461538464,0.0
606,55523376,0,17,1,7,68.0,0.4117647058823529,0.0
607,225975614,0,78,1,13,22.0,0.16666666666666666,0.0
608,76762433,0,26,1,15,7988.0,0.5769230769230769,0.0
609,209695681,0,70,1,21,22.0,0.3,0.0
610,90818937,0,32,1,20,166.0,0.625,0.0
611,49996775,1,17,1,7,22.0,0.4117647058823529,2.0001290083210367e-08
612,977331886,0,333,1,86,4734.0,0.25825825825825827,0.0
613,932819850,5,321,1,80,22.0,0.24922118380062305,5.3600917690591595e-09
614,323718811,0,107,1,45,25.0,0.4205607476635514,0.0
615,418077495,1,156,1,51,58.0,0.3269230769230769,2.3919010517416154e-09
616,621518894,0,191,1,46,110.0,0.24083769633507854,0.0
617,47554797,0,13,2,3,102.0,0.23076923076923078,0.0
618,44365532,0,16,1,8,220.0,0.5,0.0
619,1054540705,2,367,1,116,22.0,0.31607629427792916,1.896560266016474e-09
620,186849536,0,67,1,36,239.0,0.5373134328358209,0.0
621,130927662,0,44,1,27,25.0,0.6136363636363636,0.0
622,274221992,0,86,1,43,22.0,0.5,0.0
623,711389440,3,244,1,49,220.0,0.20081967213114754,4.217099427284161e-09
624,159021405,0,57,1,28,667.0,0.49122807017543857,0.0
625,108661113,0,34,2,18,220.0,0.5294117647058824,0.0
626,2399032852,1,816,1,66,307.0,0.08088235294117647,4.168346419959738e-10
627,11126586,0,3,1,3,272.0,1.0,0.0
628,240280260,0,83,1,46,22.0,0.5542168674698795,0.0
629,6103184,0,4,1,2,1135.0,0.5,0.0
630,124585841,0,48,1,20,696.0,0.4166666666666667,0.0
631,171950577,0,49,1,25,41.0,0.5102040816326531,0.0
632,248779279,0,91,1,38,220.0,0.4175824175824176,0.0
633,260066531,1,84,1,25,220.0,0.2976190476190476,3.845169911540828e-09
634,91889501,0,40,2,14,22.0,0.35,0.0
635,301115787,0,102,1,18,63.0,0.17647058823529413,0.0
636,259357552,0,91,1,18,35.0,0.1978021978021978,0.0
637,62390215,0,20,1,12,220.0,0.6,0.0
638,57988984,0,22,1,13,33.0,0.5909090909090909,0.0
639,62723514,0,21,3,5,22.0,0.23809523809523808,0.0
640,27293430,0,9,2,4,307.0,0.4444444444444444,0.0
641,238099949,0,75,1,43,22.0,0.5733333333333334,0.0
642,60281049,0,20,1,12,220.0,0.6,0.0
643,432146331,19,146,1,56,30.0,0.3835616438356164,4.3966588715524697e-08
644,277220158,0,92,1,49,31451.0,0.532608695652174,0.0
645,22111549,0,9,1,6,512.0,0.6666666666666666,0.0
646,24861902,0,8,1,3,22.0,0.375,0.0
647,453711201,2,153,1,55,220.0,0.35947712418300654,4.4080904231412176e-09
648,44500149,0,17,1,12,22.0,0.7058823529411765,0.0
649,27583848,0,12,1,7,220.0,0.5833333333333334,0.0
650,55327243,3,19,1,5,22.0,0.2631578947368421,5.422283557487222e-08
651,65006482,1,24,2,8,33.0,0.3333333333333333,1.538308133641196e-08
652,44072138,0,16,1,8,255.0,0.5,0.0
653,157616266,2,64,1,30,4545.0,0.46875,1.268904568517059e-08
654,185754704,0,68,1,21,7.0,0.3088235294117647,0.0
655,37382925,0,9,1,4,22.0,0.4444444444444444,0.0
656,217276135,0,67,1,35,220.0,0.5223880597014925,0.0
657,103785269,0,32,1,14,640.0,0.4375,0.0
658,98687680,0,37,1,27,7.0,0.7297297297297297,0.0
659,89527077,0,28,1,21,25.0,0.75,0.0
660,212519647,0,67,1,38,22.0,0.5671641791044776,0.0
661,386093812,0,125,1,48,220.0,0.384,0.0
662,406935476,0,144,1,47,220.0,0.3263888888888889,0.0
664,6942884,0,2,2,1,416.0,0.5,0.0
665,504401433,0,167,2,49,22.0,0.2934131736526946,0.0
666,542479041,0,193,1,89,22.0,0.46113989637305697,0.0
667,13984863,0,5,2,1,199.0,0.2,0.0
668,186891833,0,67,2,46,43.0,0.6865671641791045,0.0
669,26480808,0,7,1,3,509.0,0.42857142857142855,0.0
670,117416459,0,37,1,11,22.0,0.2972972972972973,0.0
671,62074146,0,18,4,13,22.0,0.7222222222222222,0.0
672,23441208,0,9,1,2,284.0,0.2222222222222222,0.0
673,17074955,0,6,1,5,8.0,0.8333333333333334,0.0
674,158369429,0,51,1,34,134.0,0.6666666666666666,0.0
675,102384730,1,36,1,5,345.0,0.1388888888888889,9.767081477872725e-09
676,55478019,0,14,1,4,220.0,0.2857142857142857,0.0
677,20243115,0,4,1,0,22.0,0.0,0.0
679,692743139,0,226,1,118,404.0,0.5221238938053098,0.0
680,89395199,0,25,1,13,53.0,0.52,0.0
681,511744490,0,156,1,29,22.0,0.1858974358974359,0.0
682,112461051,7,36,2,9,25.0,0.25,6.224377184595225e-08
683,105027800,0,35,1,20,57.0,0.5714285714285714,0.0
684,42742202,0,14,1,10,8.0,0.7142857142857143,0.0
685,108694362,7,39,1,9,25.0,0.23076923076923078,6.440076441131326e-08
686,94454920,0,31,1,12,7.0,0.3870967741935484,0.0
687,96925246,0,34,2,14,22.0,0.4117647058823529,0.0
688,951079524,0,325,1,61,22.0,0.18769230769230769,0.0
689,40507447,0,16,1,8,22.0,0.5,0.0
690,334405505,0,112,1,37,578.0,0.33035714285714285,0.0
691,578966757,0,197,2,64,22.0,0.3248730964467005,0.0
692,993741694,0,336,1,71,7.0,0.2113095238095238,0.0
693,225890801,0,70,1,19,22.0,0.2714285714285714,0.0
694,625432917,0,217,1,88,33.0,0.4055299539170507,0.0
695,127565467,0,44,2,22,22.0,0.5,0.0
696,111264185,0,40,1,21,8.0,0.525,0.0
697,118625380,0,41,1,9,22.0,0.21951219512195122,0.0
698,249830207,0,85,1,67,220.0,0.788235294117647,0.0
699,281222240,0,94,1,42,68.0,0.44680851063829785,0.0
700,11389549,0,4,1,2,22.0,0.5,0.0
701,14105028,0,6,1,3,33.0,0.5,0.0
702,120134035,0,38,1,22,220.0,0.5789473684210527,0.0
703,194068556,0,66,1,27,59.0,0.4090909090909091,0.0
704,9272233,0,5,1,4,57.0,0.8,0.0
705,60596338,0,21,1,6,25.0,0.2857142857142857,0.0
706,43255105,0,14,1,6,59.0,0.42857142857142855,0.0
707,679831054,0,239,1,80,22.0,0.33472803347280333,0.0
708,90234607,0,32,2,15,468.0,0.46875,0.0
709,91473187,0,27,1,16,220.0,0.5925925925925926,0.0
710,170392373,0,53,3,12,239.0,0.22641509433962265,0.0
711,77473273,0,25,1,13,220.0,0.52,0.0
712,158419293,0,53,1,19,945.0,0.3584905660377358,0.0
713,109862231,0,41,1,30,63.0,0.7317073170731707,0.0
714,182260043,0,63,1,31,22.0,0.49206349206349204,0.0
715,217010939,0,75,3,46,22.0,0.6133333333333333,0.0
716,586464244,4,211,1,121,220.0,0.5734597156398105,6.820535166334881e-09
717,1281996715,0,406,2,121,22.0,0.29802955665024633,0.0
718,522545844,0,173,1,83,68.0,0.4797687861271676,0.0
719,11246750,0,5,1,0,803.0,0.0,0.0
720,212539481,0,75,2,19,22.0,0.25333333333333335,0.0
721,63940740,0,21,1,11,1680.0,0.5238095238095238,0.0
722,157142068,4,54,1,19,325.0,0.35185185185185186,2.545467328328656e-08
723,6349442,0,2,1,0,762.0,0.0,0.0
724,167141038,0,52,1,26,220.0,0.5,0.0
725,13666098,0,6,1,2,801.0,0.3333333333333333,0.0
726,74578414,0,26,1,5,322.0,0.19230769230769232,0.0
727,38288256,0,15,1,4,7.0,0.26666666666666666,0.0
729,781882312,0,252,1,72,22.0,0.2857142857142857,0.0
730,597758217,44,206,1,30,220.0,0.14563106796116504,7.360835660415522e-08
731,28619228,0,9,1,6,11.0,0.6666666666666666,0.0
732,43365487,0,13,2,4,25.0,0.3076923076923077,0.0
733,379201764,0,123,2,51,22.0,0.4146341463414634,0.0
734,144497565,0,49,1,18,220.0,0.3673469387755102,0.0
735,110682581,5,35,1,6,22.0,0.17142857142857143,4.517422664728066e-08
736,48510351,0,15,1,9,7.0,0.6,0.0
737,289486569,3,95,1,28,220.0,0.29473684210526313,1.0363175087407941e-08
738,355502479,0,117,3,61,22.0,0.5213675213675214,0.0
739,97132494,1,32,1,18,7.0,0.5625,1.029521593463872e-08
740,287521342,0,96,1,16,220.0,0.16666666666666666,0.0
741,177577639,4,62,1,25,22.0,0.4032258064516129,2.25253586122969e-08
742,74435849,1,29,1,22,220.0,0.7586206896551724,1.3434386971256283e-08
743,317478578,0,102,2,72,220.0,0.7058823529411765,0.0
744,173175214,0,60,1,13,220.0,0.21666666666666667,0.0
745,257230858,0,91,2,58,43.0,0.6373626373626373,0.0
746,228969365,1,80,4,21,68.0,0.2625,4.367396485551681e-09
747,154166729,0,48,2,13,22.0,0.2708333333333333,0.0
748,381747612,0,127,1,67,696.0,0.5275590551181102,0.0
749,99894150,0,37,1,19,22.0,0.5135135135135135,0.0
750,40566435,0,12,1,4,22.0,0.3333333333333333,0.0
751,177848656,0,62,3,27,7.0,0.43548387096774194,0.0
752,66268214,1,20,1,16,296.0,0.8,1.5090190902081654e-08
753,530561944,0,178,1,59,22.0,0.33146067415730335,0.0
754,81859599,0,28,3,17,8.0,0.6071428571428571,0.0
755,89848518,5,28,1,5,12.0,0.17857142857142858,5.564922061374457e-08
756,101142029,0,34,1,17,110.0,0.5,0.0
757,249189760,0,83,1,34,22.0,0.40963855421686746,0.0
758,112262270,0,38,1,22,68.0,0.5789473684210527,0.0
760,1259624654,0,430,1,109,22.0,0.2534883720930233,0.0
761,275592066,0,87,1,42,22.0,0.4827586206896552,0.0
762,185016056,0,56,3,24,239.0,0.42857142857142855,0.0
763,486803322,0,153,1,60,220.0,0.39215686274509803,0.0
764,32351040,0,12,1,8,22.0,0.6666666666666666,0.0
765,463731184,0,152,1,35,143.0,0.23026315789473684,0.0
766,370851589,0,127,1,64,404.0,0.5039370078740157,0.0
767,686498071,0,232,1,60,22.0,0.25862068965517243,0.0
768,69144933,0,21,1,11,12.0,0.5238095238095238,0.0
769,124535515,0,38,3,25,1605.0,0.6578947368421053,0.0
770,47270728,0,14,1,3,696.0,0.21428571428571427,0.0
771,232010394,0,89,1,51,22.0,0.5730337078651685,0.0
772,2926573,0,2,1,1,57.0,0.5,0.0
773,729858530,0,246,1,106,57.0,0.43089430894308944,0.0
774,168743272,0,55,2,4,8.0,0.07272727272727272,0.0
775,159485635,0,56,1,27,22.0,0.48214285714285715,0.0
776,458712899,0,160,1,76,220.0,0.475,0.0
777,510916545,0,178,1,107,68.0,0.601123595505618,0.0
778,179148110,0,62,1,31,22.0,0.5,0.0
779,183951619,0,56,1,16,25.0,0.2857142857142857,0.0
780,207313064,0,76,1,27,22.0,0.35526315789473684,0.0
781,420211380,0,147,1,42,404.0,0.2857142857142857,0.0
782,80385052,0,26,2,6,22.0,0.23076923076923078,0.0
783,64535942,0,26,1,13,22.0,0.5,0.0
784,81150569,0,30,1,27,68.0,0.9,0.0
785,194236222,0,70,2,11,22.0,0.15714285714285714,0.0
786,718459773,0,239,1,56,220.0,0.23430962343096234,0.0
787,77247039,0,25,2,4,579.0,0.16,0.0
788,136190978,0,40,1,23,22.0,0.575,0.0
789,144417557,0,47,1,21,7.0,0.44680851063829785,0.0
790,217960259,0,75,2,26,33.0,0.3466666666666667,0.0
792,122223644,0,43,1,7,22.0,0.16279069767441862,0.0
793,623343755,0,207,1,56,22.0,0.27053140096618356,0.0
794,180243559,0,66,1,26,644.0,0.3939393939393939,0.0
795,64097241,0,19,2,2,25.0,0.10526315789473684,0.0
796,41425710,0,14,1,9,162.0,0.6428571428571429,0.0
797,43809599,0,15,1,13,57.0,0.8666666666666667,0.0
798,120490516,0,37,1,17,22.0,0.4594594594594595,0.0
799,489952018,0,174,1,68,25.0,0.39080459770114945,0.0
800,55422605,0,18,1,11,1088.0,0.6111111111111112,0.0
801,173480465,0,63,1,21,220.0,0.3333333333333333,0.0
802,69776883,0,24,1,12,22.0,0.5,0.0
803,52800963,1,15,1,8,7.0,0.5333333333333333,1.8939048516974966e-08
804,22676969,0,6,1,3,22.0,0.5,0.0
805,15624795,0,4,1,2,181.0,0.5,0.0
806,332071511,0,106,1,42,110.0,0.39622641509433965,0.0
807,538810634,0,184,1,27,7.0,0.14673913043478262,0.0
808,79052614,0,29,1,5,220.0,0.1724137931034483,0.0
809,545187800,0,178,1,73,220.0,0.4101123595505618,0.0
810,167368402,0,55,1,25,22.0,0.45454545454545453,0.0
811,147503343,0,48,1,13,172.0,0.2708333333333333,0.0
812,21745954,0,7,1,5,220.0,0.7142857142857143,0.0
813,214955899,1,82,1,17,22.0,0.2073170731707317,4.652117037271911e-09
814,341740761,0,109,2,29,1111.0,0.26605504587155965,0.0
815,38934263,0,11,1,9,68.0,0.8181818181818182,0.0
816,94647725,0,35,1,4,218.0,0.11428571428571428,0.0
817,147169913,0,48,2,16,25.0,0.3333333333333333,0.0
818,1783798870,0,567,1,51,22.0,0.08994708994708994,0.0
819,77289746,0,24,1,11,22.0,0.4583333333333333,0.0
820,488747782,0,166,1,101,220.0,0.608433734939759,0.0
821,46132541,0,19,1,14,22.0,0.7368421052631579,0.0
822,394621075,0,131,1,20,708.0,0.15267175572519084,0.0
823,312760400,0,112,1,17,3434.0,0.15178571428571427,0.0
824,50177189,0,17,1,4,7.0,0.23529411764705882,0.0
825,831210475,1,288,1,63,220.0,0.21875,1.2030647231677391e-09
826,30887686,0,8,1,5,25.0,0.625,0.0
827,211699951,0,73,1,36,22.0,0.4931506849315068,0.0
828,408143836,1,138,1,17,22.0,0.12318840579710146,2.450116629961796e-09
829,250901359,0,89,1,36,220.0,0.4044943820224719,0.0
830,46575388,0,17,1,9,965.0,0.5294117647058824,0.0
831,125850526,0,47,1,20,1795.0,0.425531914893617,0.0
832,465090863,0,150,3,40,220.0,0.26666666666666666,0.0
833,159012008,0,56,1,34,762.0,0.6071428571428571,0.0
834,1436140333,2,478,1,153,22.0,0.3200836820083682,1.3926215663215413e-09
835,17876184,1,6,1,2,595.0,0.3333333333333333,5.59403505804147e-08
836,199117313,0,63,1,13,22.0,0.20634920634920634,0.0
837,195283529,0,65,1,32,220.0,0.49230769230769234,0.0
838,34554297,0,14,1,2,220.0,0.14285714285714285,0.0
839,103965056,0,34,2,21,22.0,0.6176470588235294,0.0
840,45993204,0,14,1,9,35.0,0.6428571428571429,0.0
841,51830167,0,20,1,9,22.0,0.45,0.0
842,118894609,0,46,1,17,2823.0,0.3695652173913043,0.0
843,198370023,0,67,2,12,59.0,0.1791044776119403,0.0
844,1003563366,0,337,3,126,22.0,0.37388724035608306,0.0
845,137566715,1,44,1,19,8.0,0.4318181818181818,7.269200256762692e-09
846,93877656,0,28,1,28,7.0,1.0,0.0
847,36867271,0,10,1,6,25.0,0.6,0.0
848,27488011,1,10,1,7,468.0,0.7,3.637949650122012e-08
849,318370949,0,111,4,44,220.0,0.3963963963963964,0.0
850,407541674,0,142,2,56,220.0,0.39436619718309857,0.0
851,381118978,0,124,1,28,388.0,0.22580645161290322,0.0
852,709616587,7,245,1,89,22.0,0.363265306122449,9.864481930437176e-09
853,181812391,0,62,1,18,220.0,0.2903225806451613,0.0
854,75262232,0,27,2,17,1957.0,0.6296296296296297,0.0
855,65418952,0,20,1,11,1283.0,0.55,0.0
856,144405470,0,52,1,19,284.0,0.36538461538461536,0.0
857,527496244,0,175,1,101,22.0,0.5771428571428572,0.0
858,491092269,0,176,1,63,110.0,0.35795454545454547,0.0
859,468769424,0,167,1,32,25.0,0.19161676646706588,0.0
860,163892195,0,50,2,34,220.0,0.68,0.0
861,1165627958,0,411,1,126,22.0,0.30656934306569344,0.0
862,683967916,0,235,1,88,22.0,0.37446808510638296,0.0
863,989140541,0,341,1,23,22.0,0.06744868035190615,0.0
864,187654225,0,58,1,32,68.0,0.5517241379310345,0.0
865,289039803,0,92,1,32,22.0,0.34782608695652173,0.0
866,777925047,1,269,1,42,220.0,0.15613382899628253,1.2854708867601225e-09
